,count_bindings_in_miRNA,pair_state_No,mFE,hairpin_count,stem_length,distanceToloop,percentage_PairedInMiRNA,pair_state_Yes,binding_count,armType_loop,interiorLoopCount,index,clusterName,chrom,start,end,miRNA,sample,annotation
15564,16,1,-31.0,1,30,3,0.84,0,30,0,5,15564,mapped_mirna_SRR372650:miRCluster_356_22:chr1:220117915_220117936-,1,220117915,220117936,True,SRR372650,Hsa-Mir-192-P1_pri
15565,18,1,-38.4,1,33,5,0.86,0,33,0,5,15565,mapped_mirna_SRR372650:miRCluster_357_23:chr1:220118205_220118227-,1,220118205,220118227,True,SRR372650,Hsa-Mir-194-P1_pri
15566,17,1,-34.2,1,30,4,0.81,0,30,0,5,15566,mapped_mirna_SRR372650:miRCluster_178_22:chr1:243346225_243346246+,1,243346225,243346246,True,SRR372650,Hsa-Mir-4677_pri
15567,18,0,-33.0,1,33,5,0.86,1,33,0,6,15567,mapped_mirna_SRR372650:miRCluster_2275_24:chr10:17845121_17845144+,10,17845121,17845144,True,SRR372650,Hsa-Mir-511_pri
15568,16,0,-33.0,1,33,6,0.8,1,33,0,6,15568,mapped_mirna_SRR372650:miRCluster_2276_24:chr10:17845158_17845181+,10,17845158,17845181,True,SRR372650,Hsa-Mir-511_pri
15569,16,1,-50.5,1,33,9,0.76,0,33,0,4,15569,mapped_mirna_SRR372650:miRCluster_2386_22:chr10:63373012_63373033-,10,63373012,63373033,True,SRR372650,Hsa-Mir-1296_pri
15570,18,1,-35.1,1,35,5,0.82,0,35,0,6,15570,mapped_mirna_SRR372650:miRCluster_2403_24:chr10:89592755_89592778-,10,89592755,89592778,True,SRR372650,Hsa-Mir-103-P1_pri
15571,17,1,-33.9,1,32,6,0.81,0,32,0,7,15571,mapped_mirna_SRR372650:miRCluster_2410_22:chr10:98395271_98395292-,10,98395271,98395292,True,SRR372650,Hsa-Mir-1287_pri
15572,18,0,-38.1,1,30,3,0.82,1,30,0,6,15572,mapped_mirna_SRR372650:miRCluster_2340_26:chr10:102436519_102436544+,10,102436519,102436544,True,SRR372650,Hsa-Mir-146-P1_pri
15573,19,0,-38.1,1,30,4,0.9,1,30,0,6,15573,mapped_mirna_SRR372650:miRCluster_2341_24:chr10:102436555_102436578+,10,102436555,102436578,True,SRR372650,Hsa-Mir-146-P1_pri
15574,17,0,-38.9,1,31,6,0.77,1,31,0,7,15574,mapped_mirna_SRR372650:miRCluster_2414_24:chr10:103394299_103394322-,10,103394299,103394322,True,SRR372650,Hsa-Mir-1307_pri
15575,15,0,-38.9,1,31,7,0.75,1,31,0,7,15575,mapped_mirna_SRR372650:miRCluster_2415_24:chr10:103394338_103394361-,10,103394338,103394361,True,SRR372650,Hsa-Mir-1307_pri
15576,15,1,-38.1,1,29,7,0.68,0,29,0,3,15576,mapped_mirna_SRR372650:miRCluster_2441_23:chr10:130962637_130962659-,10,130962637,130962659,True,SRR372650,
15577,20,1,-51.0,1,36,4,0.95,0,36,0,4,15577,mapped_mirna_SRR372650:miRCluster_2444_23:chr10:133247571_133247593-,10,133247571,133247593,True,SRR372650,Hsa-Mir-202_pri
15578,18,1,-52.3,1,30,2,0.82,0,30,0,5,15578,mapped_mirna_SRR372650:miRCluster_2542_22:chr11:1996766_1996787-,11,1996766,1996787,True,SRR372650,Hsa-Mir-675_pri
15579,18,1,-53.6,1,34,5,0.86,0,34,0,6,15579,mapped_mirna_SRR372650:miRCluster_2544_22:chr11:2134181_2134202-,11,2134181,2134202,True,SRR372650,Hsa-Mir-483_pri
15580,18,1,-37.6,1,31,3,0.9,0,31,0,6,15580,mapped_mirna_SRR372650:miRCluster_2587_24:chr11:64891200_64891223-,11,64891200,64891223,True,SRR372650,Hsa-Mir-192-P2_pri
15581,18,1,-49.8,1,34,7,0.86,0,34,0,5,15581,mapped_mirna_SRR372650:miRCluster_2588_24:chr11:64891402_64891425-,11,64891402,64891425,True,SRR372650,Hsa-Mir-194-P2_pri
15582,19,0,-44.5,1,33,2,0.9,1,33,0,6,15582,mapped_mirna_SRR372650:miRCluster_2595_23:chr11:72615066_72615088-,11,72615066,72615088,True,SRR372650,Hsa-Mir-139_pri
15583,20,0,-44.5,1,33,1,0.91,1,33,0,6,15583,mapped_mirna_SRR372650:miRCluster_2596_23:chr11:72615102_72615124-,11,72615102,72615124,True,SRR372650,Hsa-Mir-139_pri
15584,18,1,-54.7,1,33,7,0.86,0,33,0,4,15584,mapped_mirna_SRR372650:miRCluster_2598_21:chr11:75335107_75335127-,11,75335107,75335127,True,SRR372650,Hsa-Mir-326_pri
15585,17,0,-34.2,1,30,4,0.77,1,30,0,5,15585,mapped_mirna_SRR372650:miRCluster_2518_25:chr11:111512950_111512974+,11,111512950,111512974,True,SRR372650,Hsa-Mir-34-P2a_pri
15586,16,0,-34.2,1,30,6,0.76,1,30,0,5,15586,mapped_mirna_SRR372650:miRCluster_2519_24:chr11:111512987_111513010+,11,111512987,111513010,True,SRR372650,Hsa-Mir-34-P2a_pri
15587,18,0,-30.0,1,31,2,0.78,1,31,0,6,15587,mapped_mirna_SRR372650:miRCluster_2520_25:chr11:111513449_111513473+,11,111513449,111513473,True,SRR372650,Hsa-Mir-34-P2b_pri
15588,19,0,-30.0,1,31,4,0.86,1,31,0,6,15588,mapped_mirna_SRR372650:miRCluster_2521_24:chr11:111513484_111513507+,11,111513484,111513507,True,SRR372650,Hsa-Mir-34-P2b_pri
15589,18,0,-41.1,1,34,7,0.9,1,34,0,5,15589,mapped_mirna_SRR372650:miRCluster_2632_23:chr11:122099769_122099791-,11,122099769,122099791,True,SRR372650,Hsa-Mir-10-P3d_pri
15590,19,0,-41.1,1,34,6,0.86,1,34,0,5,15590,mapped_mirna_SRR372650:miRCluster_2633_23:chr11:122099808_122099830-,11,122099808,122099830,True,SRR372650,Hsa-Mir-10-P3d_pri
15591,18,1,-37.4,1,32,13,0.86,0,32,0,5,15591,mapped_mirna_SRR372650:miRCluster_2635_25:chr11:122146566_122146590-,11,122146566,122146590,True,SRR372650,Hsa-Let-7-P1d_pri
15592,18,0,-30.5,1,27,2,0.82,1,27,0,5,15592,mapped_mirna_SRR372650:miRCluster_2636_22:chr11:122152240_122152261-,11,122152240,122152261,True,SRR372650,Hsa-Mir-10-P2d_pri
15593,17,0,-30.5,1,27,1,0.81,1,27,0,5,15593,mapped_mirna_SRR372650:miRCluster_2637_24:chr11:122152273_122152296-,11,122152273,122152296,True,SRR372650,Hsa-Mir-10-P2d_pri
15594,20,0,-55.0,1,35,4,0.91,1,35,0,5,15594,mapped_mirna_SRR372650:miRCluster_2652_22:chr12:6963703_6963724+,12,6963703,6963724,True,SRR372650,Hsa-Mir-8-P1b_pri
15595,19,0,-55.0,1,35,5,0.86,1,35,0,5,15595,mapped_mirna_SRR372650:miRCluster_2653_25:chr12:6963741_6963765+,12,6963741,6963765,True,SRR372650,Hsa-Mir-8-P1b_pri
15596,20,0,-48.6,1,34,6,0.95,1,34,0,7,15596,mapped_mirna_SRR372650:miRCluster_2654_23:chr12:6964113_6964135+,12,6964113,6964135,True,SRR372650,Hsa-Mir-8-P2b_pri
15597,18,0,-48.6,1,34,8,0.86,1,34,0,7,15597,mapped_mirna_SRR372650:miRCluster_2655_25:chr12:6964154_6964178+,12,6964154,6964178,True,SRR372650,Hsa-Mir-8-P2b_pri
15598,11,1,-39.0,1,30,5,0.92,0,30,0,2,15598,mapped_mirna_SRR372650:miRCluster_2681_23:chr12:53991762_53991784+,12,53991762,53991784,True,SRR372650,Hsa-Mir-196-P4_pri
15599,18,0,-30.4,1,31,2,0.82,1,31,0,4,15599,mapped_mirna_SRR372650:miRCluster_2682_25:chr12:54337238_54337262+,12,54337238,54337262,True,SRR372650,Hsa-Mir-148-P4_pri
15600,19,0,-30.4,1,31,2,0.9,1,31,0,4,15600,mapped_mirna_SRR372650:miRCluster_2683_25:chr12:54337278_54337302+,12,54337278,54337302,True,SRR372650,Hsa-Mir-148-P4_pri
15601,18,0,-41.8,1,30,2,0.86,1,30,0,3,15601,mapped_mirna_SRR372650:miRCluster_2757_23:chr12:57824619_57824641-,12,57824619,57824641,True,SRR372650,Hsa-Mir-26-P4_pri
15602,17,0,-41.8,1,30,2,0.85,1,30,0,3,15602,mapped_mirna_SRR372650:miRCluster_2758_25:chr12:57824656_57824680-,12,57824656,57824680,True,SRR372650,Hsa-Mir-26-P4_pri
15603,19,0,-52.5,1,39,9,0.9,1,39,0,6,15603,mapped_mirna_SRR372650:miRCluster_2686_23:chr12:62603691_62603713+,12,62603691,62603713,True,SRR372650,Hsa-Let-7-P2c2_pri
15604,19,0,-52.5,1,39,17,0.95,1,39,0,6,15604,mapped_mirna_SRR372650:miRCluster_2687_23:chr12:62603747_62603769+,12,62603747,62603769,True,SRR372650,Hsa-Let-7-P2c2_pri
15605,18,1,-43.4,1,30,1,0.9,0,30,0,4,15605,mapped_mirna_SRR372650:miRCluster_2703_22:chr12:95308480_95308501+,12,95308480,95308501,True,SRR372650,Hsa-Mir-331_pri
15606,21,1,-33.3,1,32,1,0.95,0,32,0,3,15606,mapped_mirna_SRR372650:miRCluster_2707_24:chr12:97563834_97563857+,12,97563834,97563857,True,SRR372650,Hsa-Mir-135-P2_pri
15607,17,0,-26.0,1,29,2,0.81,1,29,0,4,15607,mapped_mirna_SRR372650:miRCluster_2899_24:chr13:49996427_49996450-,13,49996427,49996450,True,SRR372650,Hsa-Mir-3613_pri
15608,15,0,-27.1,1,30,4,0.83,1,30,0,4,15608,mapped_mirna_SRR372650:miRCluster_2900_23:chr13:49996464_49996486-,13,49996464,49996486,True,SRR372650,Hsa-Mir-3613_pri
15609,19,1,-37.3,1,33,8,0.9,0,33,0,5,15609,mapped_mirna_SRR372650:miRCluster_2902_24:chr13:50049025_50049048-,13,50049025,50049048,True,SRR372650,Hsa-Mir-15-P2a_pri
15610,16,0,-31.0,1,23,2,0.8,1,23,0,2,15610,mapped_mirna_SRR372650:miRCluster_2903_22:chr13:50049130_50049151-,13,50049130,50049151,True,SRR372650,Hsa-Mir-15-P1a_pri
15611,17,0,-31.0,1,23,1,0.81,1,23,0,2,15611,mapped_mirna_SRR372650:miRCluster_2904_27:chr13:50049164_50049190-,13,50049164,50049190,True,SRR372650,Hsa-Mir-15-P1a_pri
15612,17,0,-35.3,1,31,3,0.77,1,31,0,6,15612,mapped_mirna_SRR372650:miRCluster_2855_25:chr13:91350617_91350641+,13,91350617,91350641,True,SRR372650,Hsa-Mir-17-P1a_pri
15613,17,0,-35.3,1,31,5,0.77,1,31,0,6,15613,mapped_mirna_SRR372650:miRCluster_2856_25:chr13:91350654_91350678+,13,91350654,91350678,True,SRR372650,Hsa-Mir-17-P1a_pri
15614,16,0,-26.7,1,31,5,0.8,1,31,0,7,15614,mapped_mirna_SRR372650:miRCluster_2857_24:chr13:91350756_91350779+,13,91350756,91350779,True,SRR372650,Hsa-Mir-17-P2a_pri
15615,16,0,-26.7,1,31,5,0.76,1,31,0,7,15615,mapped_mirna_SRR372650:miRCluster_2858_23:chr13:91350797_91350819+,13,91350797,91350819,True,SRR372650,Hsa-Mir-17-P2a_pri
15616,19,1,-39.9,1,33,6,0.86,0,33,0,4,15616,mapped_mirna_SRR372650:miRCluster_2860_24:chr13:91350938_91350961+,13,91350938,91350961,True,SRR372650,Hsa-Mir-19-P1a_pri
15617,21,0,-38.3,1,32,0,0.91,1,32,0,4,15617,mapped_mirna_SRR372650:miRCluster_2861_24:chr13:91351072_91351095+,13,91351072,91351095,True,SRR372650,Hsa-Mir-17-P4a_pri
15618,20,0,-38.3,1,32,3,0.91,1,32,0,4,15618,mapped_mirna_SRR372650:miRCluster_2862_23:chr13:91351108_91351130+,13,91351108,91351130,True,SRR372650,Hsa-Mir-17-P4a_pri
15619,20,0,-39.6,1,34,1,0.91,1,34,0,4,15619,mapped_mirna_SRR372650:miRCluster_2863_23:chr13:91351207_91351229+,13,91351207,91351229,True,SRR372650,Hsa-Mir-19-P2a_pri
15620,20,0,-39.6,1,34,2,0.91,1,34,0,4,15620,mapped_mirna_SRR372650:miRCluster_2864_24:chr13:91351244_91351267+,13,91351244,91351267,True,SRR372650,Hsa-Mir-19-P2a_pri
15621,21,0,-41.7,1,32,3,0.91,1,32,0,5,15621,mapped_mirna_SRR372650:miRCluster_2865_23:chr13:91351324_91351346+,13,91351324,91351346,True,SRR372650,Hsa-Mir-92-P1a_pri
15622,20,0,-41.7,1,32,5,0.95,1,32,0,5,15622,mapped_mirna_SRR372650:miRCluster_2866_24:chr13:91351361_91351384+,13,91351361,91351384,True,SRR372650,Hsa-Mir-92-P1a_pri
15623,20,1,-53.8,1,37,5,1.0,0,37,0,1,15623,mapped_mirna_SRR372650:miRCluster_3091_23:chr14:31014706_31014728-,14,31014706,31014728,True,SRR372650,Hsa-Mir-624_pri
15624,14,0,-41.7,1,34,5,0.88,1,34,0,6,15624,mapped_mirna_SRR372650:miRCluster_3011_21:chr14:100874515_100874535+,14,100874515,100874535,True,SRR372650,Hsa-Mir-337-as_pri
15625,16,0,-40.4,1,31,8,0.8,1,31,0,5,15625,mapped_mirna_SRR372650:miRCluster_3012_22:chr14:100874553_100874574+,14,100874553,100874574,True,SRR372650,Hsa-Mir-337-as_pri
15626,17,0,-37.8,1,28,3,0.85,1,28,0,6,15626,mapped_mirna_SRR372650:miRCluster_3016_26:chr14:100882999_100883024+,14,100882999,100883024,True,SRR372650,Hsa-Mir-127_pri
15627,19,0,-37.8,1,28,5,0.9,1,28,0,6,15627,mapped_mirna_SRR372650:miRCluster_3017_25:chr14:100883034_100883058+,14,100883034,100883058,True,SRR372650,Hsa-Mir-127_pri
15628,18,0,-46.1,1,34,1,0.82,1,34,0,4,15628,mapped_mirna_SRR372650:miRCluster_3019_26:chr14:100884713_100884738+,14,100884713,100884738,True,SRR372650,Hsa-Mir-136-v1_pri
15629,18,0,-45.5,1,31,3,0.86,1,31,0,3,15629,mapped_mirna_SRR372650:miRCluster_3020_23:chr14:100884750_100884772+,14,100884750,100884772,True,SRR372650,Hsa-Mir-136-v1_pri
15630,17,1,-33.9,1,30,3,0.85,0,30,0,6,15630,mapped_mirna_SRR372650:miRCluster_3024_23:chr14:101022070_101022092+,14,101022070,101022092,True,SRR372650,Hsa-Mir-154-P7_pri
15631,17,0,-28.7,1,29,3,0.81,1,29,0,5,15631,mapped_mirna_SRR372650:miRCluster_3025_22:chr14:101023339_101023360+,14,101023339,101023360,True,SRR372650,Hsa-Mir-154-P13-v2_pri
15632,15,0,-28.7,1,29,4,0.71,1,29,0,5,15632,mapped_mirna_SRR372650:miRCluster_3026_21:chr14:101023375_101023395+,14,101023375,101023395,True,SRR372650,Hsa-Mir-154-P13-v2_pri
15633,20,0,-46.6,1,33,2,1.0,1,33,0,2,15633,mapped_mirna_SRR372650:miRCluster_3027_23:chr14:101023799_101023821+,14,101023799,101023821,True,SRR372650,Hsa-Mir-154-P2-v1_pri
15634,19,0,-46.6,1,33,3,0.95,1,33,0,2,15634,mapped_mirna_SRR372650:miRCluster_3028_22:chr14:101023832_101023853+,14,101023832,101023853,True,SRR372650,Hsa-Mir-154-P2-v1_pri
15635,17,1,-35.0,1,31,5,0.85,0,31,0,4,15635,mapped_mirna_SRR372650:miRCluster_3031_22:chr14:101026834_101026855+,14,101026834,101026855,True,SRR372650,Hsa-Mir-154-P4a_pri
15636,17,1,-35.0,1,31,5,0.85,0,31,0,4,15636,mapped_mirna_SRR372650:miRCluster_3032_22:chr14:101027151_101027172+,14,101027151,101027172,True,SRR372650,Hsa-Mir-154-P4b_pri
15637,18,1,-35.4,1,33,2,0.86,0,33,0,5,15637,mapped_mirna_SRR372650:miRCluster_3033_24:chr14:101029681_101029704+,14,101029681,101029704,True,SRR372650,Hsa-Mir-154-P18_pri
15638,18,1,-36.3,1,33,4,0.86,0,33,0,5,15638,mapped_mirna_SRR372650:miRCluster_3036_23:chr14:101033804_101033826+,14,101033804,101033826,True,SRR372650,Hsa-Mir-154-P19_pri
15639,18,0,-33.9,1,32,1,0.86,1,32,0,4,15639,mapped_mirna_SRR372650:miRCluster_3037_21:chr14:101039695_101039715+,14,101039695,101039715,True,SRR372650,Hsa-Mir-376-P4_pri
15640,18,0,-33.2,1,31,2,0.86,1,31,0,4,15640,mapped_mirna_SRR372650:miRCluster_3038_23:chr14:101039732_101039754+,14,101039732,101039754,True,SRR372650,Hsa-Mir-376-P4_pri
15641,19,0,-32.5,1,35,4,0.9,1,35,0,5,15641,mapped_mirna_SRR372650:miRCluster_3039_22:chr14:101040081_101040102+,14,101040081,101040102,True,SRR372650,Hsa-Mir-376-P3_pri
15642,18,0,-32.5,1,35,7,0.9,1,35,0,5,15642,mapped_mirna_SRR372650:miRCluster_3040_22:chr14:101040118_101040139+,14,101040118,101040139,True,SRR372650,Hsa-Mir-376-P3_pri
15643,16,1,-29.7,1,28,4,0.8,0,28,0,6,15643,mapped_mirna_SRR372650:miRCluster_3041_23:chr14:101040267_101040289+,14,101040267,101040289,True,SRR372650,Hsa-Mir-154-P23_pri
15644,16,0,-33.0,1,32,2,0.76,1,32,0,4,15644,mapped_mirna_SRR372650:miRCluster_3042_21:chr14:101040460_101040480+,14,101040460,101040480,True,SRR372650,Hsa-Mir-376-P2_pri
15645,17,0,-32.3,1,31,4,0.85,1,31,0,4,15645,mapped_mirna_SRR372650:miRCluster_3043_23:chr14:101040497_101040519+,14,101040497,101040519,True,SRR372650,Hsa-Mir-376-P2_pri
15646,16,0,-26.7,1,32,4,0.76,1,32,0,6,15646,mapped_mirna_SRR372650:miRCluster_3044_23:chr14:101040788_101040810+,14,101040788,101040810,True,SRR372650,Hsa-Mir-376-P1_pri
15647,16,0,-26.0,1,31,7,0.8,1,31,0,6,15647,mapped_mirna_SRR372650:miRCluster_3045_22:chr14:101040825_101040846+,14,101040825,101040846,True,SRR372650,Hsa-Mir-376-P1_pri
15648,17,1,-33.9,1,32,4,0.81,0,32,0,4,15648,mapped_mirna_SRR372650:miRCluster_3046_22:chr14:101042991_101043012+,14,101042991,101043012,True,SRR372650,Hsa-Mir-154-P28a_pri
15649,17,1,-37.4,1,32,4,0.81,0,32,0,4,15649,mapped_mirna_SRR372650:miRCluster_3048_22:chr14:101044212_101044233+,14,101044212,101044233,True,SRR372650,Hsa-Mir-154-P28b_pri
15650,19,1,-45.8,1,35,6,0.86,0,35,0,5,15650,mapped_mirna_SRR372650:miRCluster_3049_23:chr14:101045967_101045989+,14,101045967,101045989,True,SRR372650,Hsa-Mir-154-P9_pri
15651,13,1,-34.6,1,29,3,0.65,0,29,0,3,15651,mapped_mirna_SRR372650:miRCluster_3050_24:chr14:101046505_101046528+,14,101046505,101046528,True,SRR372650,Hsa-Mir-154-P17_pri
15652,16,1,-29.7,1,32,5,0.8,0,32,0,7,15652,mapped_mirna_SRR372650:miRCluster_3052_22:chr14:101047949_101047970+,14,101047949,101047970,True,SRR372650,Hsa-Mir-154-P27_pri
15653,18,1,-34.8,1,31,3,0.86,0,31,0,2,15653,mapped_mirna_SRR372650:miRCluster_3053_22:chr14:101049610_101049631+,14,101049610,101049631,True,SRR372650,Hsa-Mir-154-P24_pri
15654,17,1,-31.7,1,31,5,0.77,0,31,0,6,15654,mapped_mirna_SRR372650:miRCluster_3055_23:chr14:101052494_101052516+,14,101052494,101052516,True,SRR372650,Hsa-Mir-154-P16_pri
15655,18,1,-36.8,1,33,4,0.86,0,33,0,4,15655,mapped_mirna_SRR372650:miRCluster_3056_22:chr14:101054316_101054337+,14,101054316,101054337,True,SRR372650,Hsa-Mir-154-P10_pri
15656,17,1,-36.1,1,28,4,0.81,0,28,0,6,15656,mapped_mirna_SRR372650:miRCluster_3058_22:chr14:101054694_101054715+,14,101054694,101054715,True,SRR372650,Hsa-Mir-134_pri
15657,19,1,-36.6,1,35,5,0.9,0,35,0,5,15657,mapped_mirna_SRR372650:miRCluster_3063_23:chr14:101062093_101062115+,14,101062093,101062115,True,SRR372650,Hsa-Mir-154-P6_pri
15658,19,0,-34.9,1,31,0,0.9,1,31,0,3,15658,mapped_mirna_SRR372650:miRCluster_3067_23:chr14:101065606_101065628+,14,101065606,101065628,True,SRR372650,Hsa-Mir-154-P5_pri
15659,19,0,-34.9,1,31,2,0.9,1,31,0,3,15659,mapped_mirna_SRR372650:miRCluster_3068_22:chr14:101065641_101065662+,14,101065641,101065662,True,SRR372650,Hsa-Mir-154-P5_pri
15660,15,0,-36.4,1,27,4,0.75,1,27,0,7,15660,mapped_mirna_SRR372650:miRCluster_3140_21:chr14:101560326_101560346-,14,101560326,101560346,True,SRR372650,Hsa-Mir-1247_pri
15661,14,0,-39.5,1,29,5,0.7,1,29,0,8,15661,mapped_mirna_SRR372650:miRCluster_3141_22:chr14:101560362_101560383-,14,101560362,101560383,True,SRR372650,Hsa-Mir-1247_pri
15662,18,1,-42.0,1,34,8,0.82,0,34,0,7,15662,mapped_mirna_SRR372650:miRCluster_3143_23:chr14:104117428_104117450-,14,104117428,104117450,True,SRR372650,Hsa-Mir-203-v2_pri
15663,19,0,-49.1,1,36,6,0.86,1,36,0,6,15663,mapped_mirna_SRR372650:miRCluster_3072_22:chr14:104117431_104117452+,14,104117431,104117452,True,SRR372650,Hsa-Mir-203-v2_pri
15664,18,0,-49.1,1,36,8,0.86,1,36,0,6,15664,mapped_mirna_SRR372650:miRCluster_3073_25:chr14:104117467_104117491+,14,104117467,104117491,True,SRR372650,Hsa-Mir-203-v2_pri
15665,20,1,-55.5,1,37,6,0.95,0,37,0,3,15665,mapped_mirna_SRR372650:miRCluster_3222_24:chr15:42199628_42199651-,15,42199628,42199651,True,SRR372650,
15666,15,0,-35.6,1,31,4,0.88,1,31,0,5,15666,mapped_mirna_SRR372650:miRCluster_3237_21:chr15:55372954_55372974-,15,55372954,55372974,True,SRR372650,Hsa-Mir-628_pri
15667,18,0,-34.3,1,29,2,0.82,1,29,0,4,15667,mapped_mirna_SRR372650:miRCluster_3238_24:chr15:55372989_55373012-,15,55372989,55373012,True,SRR372650,Hsa-Mir-628_pri
15668,18,1,-30.6,1,31,3,0.86,0,31,0,3,15668,mapped_mirna_SRR372650:miRCluster_3173_24:chr15:62823971_62823994+,15,62823971,62823994,True,SRR372650,Hsa-Mir-190-P1_pri
15669,21,0,-72.7,1,37,7,1.0,1,37,0,1,15669,mapped_mirna_SRR372650:miRCluster_3250_22:chr15:70079387_70079408-,15,70079387,70079408,True,SRR372650,Hsa-Mir-629_pri
15670,21,0,-72.7,1,37,7,1.0,1,37,0,1,15670,mapped_mirna_SRR372650:miRCluster_3251_27:chr15:70079421_70079447-,15,70079421,70079447,True,SRR372650,Hsa-Mir-629_pri
15671,18,1,-35.8,1,31,7,0.86,0,31,0,4,15671,mapped_mirna_SRR372650:miRCluster_3186_23:chr15:79209840_79209862+,15,79209840,79209862,True,SRR372650,Hsa-Mir-184_pri
15672,20,1,-29.4,1,29,0,0.95,0,29,0,3,15672,mapped_mirna_SRR372650:miRCluster_3197_24:chr15:88608119_88608142+,15,88608119,88608142,True,SRR372650,
15673,14,1,-32.6,1,28,3,0.78,0,28,0,5,15673,mapped_mirna_SRR372650:miRCluster_3198_25:chr15:88611856_88611880+,15,88611856,88611880,True,SRR372650,Hsa-Mir-7-P1_pri
15674,20,0,-41.7,1,35,5,0.91,1,35,0,5,15674,mapped_mirna_SRR372650:miRCluster_3199_23:chr15:89368032_89368054+,15,89368032,89368054,True,SRR372650,Hsa-Mir-9-P1_pri
15675,19,0,-40.3,1,35,7,0.9,1,35,0,5,15675,mapped_mirna_SRR372650:miRCluster_3200_23:chr15:89368071_89368093+,15,89368071,89368093,True,SRR372650,Hsa-Mir-9-P1_pri
15676,19,0,-39.8,1,33,3,0.9,1,33,0,4,15676,mapped_mirna_SRR372650:miRCluster_3282_22:chr16:14303980_14304001+,16,14303980,14304001,True,SRR372650,Hsa-Mir-193-P1a_pri
15677,18,0,-39.8,1,33,4,0.86,1,33,0,4,15677,mapped_mirna_SRR372650:miRCluster_3283_24:chr16:14304017_14304040+,16,14304017,14304040,True,SRR372650,Hsa-Mir-193-P1a_pri
15678,17,1,-36.3,1,34,8,0.81,0,34,0,5,15678,mapped_mirna_SRR372650:miRCluster_3285_23:chr16:14309340_14309362+,16,14309340,14309362,True,SRR372650,Hsa-Mir-193-P2a_pri
15679,16,1,-38.7,1,33,10,0.76,0,33,0,6,15679,mapped_mirna_SRR372650:miRCluster_3301_24:chr16:56858527_56858550+,16,56858527,56858550,True,SRR372650,Hsa-Mir-138-P2_pri
15680,20,1,-51.0,1,34,4,0.95,0,34,0,6,15680,mapped_mirna_SRR372650:miRCluster_3363_23:chr16:67202326_67202348-,16,67202326,67202348,True,SRR372650,Hsa-Mir-328_pri
15681,19,0,-50.9,1,38,8,0.9,1,38,0,6,15681,mapped_mirna_SRR372650:miRCluster_3306_24:chr16:69933103_69933126+,16,69933103,69933126,True,SRR372650,Hsa-Mir-140-P1-v1_pri
15682,19,0,-50.7,1,37,8,0.9,1,37,0,6,15682,mapped_mirna_SRR372650:miRCluster_3307_27:chr16:69933142_69933168+,16,69933142,69933168,True,SRR372650,Hsa-Mir-140-P1-v1_pri
15683,21,0,-40.6,1,34,4,0.95,1,34,0,5,15683,mapped_mirna_SRR372650:miRCluster_3440_25:chr17:1713912_1713936-,17,1713912,1713936,True,SRR372650,Hsa-Mir-22-P1b_pri
15684,20,0,-40.6,1,34,4,0.95,1,34,0,5,15684,mapped_mirna_SRR372650:miRCluster_3441_23:chr17:1713951_1713973-,17,1713951,1713973,True,SRR372650,Hsa-Mir-22-P1b_pri
15685,17,1,-41.0,1,29,2,0.85,0,29,0,4,15685,mapped_mirna_SRR372650:miRCluster_3444_23:chr17:2049965_2049987-,17,2049965,2049987,True,SRR372650,Hsa-Mir-132-P1_pri
15686,18,0,-46.3,1,32,4,0.82,1,32,0,5,15686,mapped_mirna_SRR372650:miRCluster_3451_23:chr17:7017627_7017649-,17,7017627,7017649,True,SRR372650,Hsa-Mir-15-P2d_pri
15687,19,0,-46.3,1,32,5,0.9,1,32,0,5,15687,mapped_mirna_SRR372650:miRCluster_3452_23:chr17:7017665_7017687-,17,7017665,7017687,True,SRR372650,Hsa-Mir-15-P2d_pri
15688,17,0,-43.6,1,33,8,0.81,1,33,0,6,15688,mapped_mirna_SRR372650:miRCluster_3453_24:chr17:7017938_7017961-,17,7017938,7017961,True,SRR372650,Hsa-Mir-15-P1d_pri
15689,17,0,-43.6,1,33,5,0.81,1,33,0,6,15689,mapped_mirna_SRR372650:miRCluster_3455_23:chr17:7017977_7017999-,17,7017977,7017999,True,SRR372650,Hsa-Mir-15-P1d_pri
15690,14,0,-37.1,1,28,4,0.7,1,28,0,6,15690,mapped_mirna_SRR372650:miRCluster_3457_23:chr17:7223307_7223329-,17,7223307,7223329,True,SRR372650,Hsa-Mir-324_pri
15691,14,0,-37.1,1,28,2,0.67,1,28,0,6,15691,mapped_mirna_SRR372650:miRCluster_3458_24:chr17:7223341_7223364-,17,7223341,7223364,True,SRR372650,Hsa-Mir-324_pri
15692,16,0,-41.1,1,36,19,0.8,1,36,0,6,15692,mapped_mirna_SRR372650:miRCluster_3384_23:chr17:12081909_12081931+,17,12081909,12081931,True,SRR372650,Hsa-Mir-744_pri
15693,17,0,-41.1,1,36,15,0.85,1,36,0,6,15693,mapped_mirna_SRR372650:miRCluster_3385_22:chr17:12081966_12081987+,17,12081966,12081987,True,SRR372650,Hsa-Mir-744_pri
15694,17,1,-59.4,1,34,7,0.89,0,34,0,6,15694,mapped_mirna_SRR372650:miRCluster_3465_23:chr17:17813894_17813916-,17,17813894,17813916,True,SRR372650,Hsa-Mir-33-P1_pri
